title,budget,revenue,popularity,vote_average,vote_count,genre_names,release_date,overview,poster_path
Bad Lieutenant: Port of Call - New Orleans,25000000,10589102,21.891,6.128,1015,,2009-09-11,"Terrence McDonagh is a New Orleans Police sergeant, who recieves a medal and a promotion to lieutenant for heroism during Hurricane Katrina. Due to his heroic act, McDonagh injures his back and becomes addicted to prescription pain medication. He then finds himself involved with a drug dealer who is suspected of murdering a family of African immigrants.",/zRULXsd0rb1lVfnSyQkYPi2nLcB.jpg
Teen Wolf,1200000,80000000,29.02,6.169,1015,,1985-08-23,When a shy teenager's new-found powers help him score at basketball - and with the popular girls - he has some pretty hairy decisions to make.,/bv9rY9eoue2Hat6tcvrKVQ0ow8v.jpg
El Mariachi,7225,2040920,12.568,6.714,1015,,1992-09-04,"El Mariachi just wants to play his guitar and carry on the family tradition. Unfortunately, the town he tries to find work in has another visitor, a killer who carries his guns in a guitar case. The drug lord and his henchmen mistake el Mariachi for the killer, Azul, and chase him around town trying to kill him and get his guitar case.",/zRh7K4SV1xQ419m8gzGITak51vc.jpg
Renfield,65000000,26348156,63.941,6.723,1014,,2023-04-07,"Having grown sick and tired of his centuries as Dracula's lackey, Renfield finds a new lease on life — and maybe even redemption — when he falls for feisty, perennially angry traffic cop Rebecca Quincy.",/jG83l0tDwoQj3hBAioIsJ5rTPHw.jpg
The Money Pit,10000000,54999651,19.048,6.498,1014,,1986-03-26,"After being evicted from their Manhattan apartment, a couple buy what looks like the home of their dreams—only to find themselves saddled with a bank-account-draining nightmare. Struggling to keep their relationship together as their rambling mansion falls to pieces around them, the two watch in hilarious horror as everything—including the kitchen sink—disappears into the Money Pit.",/bohhidIi1WWU5NNYF9l5wLQu3Ii.jpg
Hard Target,18000000,74189677,43.879,6.315,1013,,1993-04-27,"When a woman's father goes missing, she enlists a local to aid in her search.  The pair soon discover that her father has died at the hands of a wealthy sportsman who hunts homeless men as a form of recreation.",/kufvuQYWdl82sYzmhy2naBLyMui.jpg
After.Life,4500000,3606395,46.129,6.262,1013,,2009-11-07,"Following a terrible car crash, a woman awakes to find an enigmatic mortician preparing her for burial.",/ty43RTdSBpL3VjBJWeRoKhFg7hF.jpg
The Birdcage,31000000,185260553,18.018,7.029,1010,,1996-03-08,A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancé's conservative moralistic parents.,/4IpC35BoA5aRO0Q1DpFGJ8iKKYq.jpg
The War of the Roses,26000000,160188546,14.529,6.876,1010,,1989-12-08,"The Roses, Barbara and Oliver, live happily as a married couple. Then she starts to wonder what life would be like without Oliver, and likes what she sees. Both want to stay in the house, and so they begin a campaign to force each other to leave. In the middle of the fighting is D'Amato, the divorce lawyer. He gets to see how far both will go to get rid of the other, and boy do they go far.",/k2l2df0XlY58wfr7a3RPJ59qmxl.jpg
The Way Back,23000000,14590514,9.852,6.618,1010,,2020-03-05,"A former basketball all-star, who has lost his wife and family foundation in a struggle with addiction, attempts to regain his soul and salvation by becoming the coach of a disparate ethnically mixed high school basketball team at his alma mater.",/ylPnfaphW3FrLBUVwAREVtiL9My.jpg
13 Assassins,6000000,17555141,33.243,7.296,1010,,2010-09-09,A bravado period action film set at the end of Japan's feudal era in which a group of unemployed samurai are enlisted to bring down a sadistic lord and prevent him from ascending to the throne and plunging the country into a war-torn future.,/yUsVsiVXUwClk4vSCx80vrdO6MV.jpg
Everybody Wants Some!!,10000000,3400278,10.258,6.367,1009,,2016-03-30,A comedy that follows a group of friends as they navigate their way through the freedoms and responsibilities of unsupervised adulthood.,/vAIFZ8bw0spSvcIYgfuX99B3H2w.jpg
A Dog's Way Home,18000000,17643857,25.165,7.339,1009,,2019-01-10,"The adventure of Bella, a dog who embarks on an epic 400-mile journey home after she is separated from her beloved human.",/pZn87R7gtmMCGGO8KeaAfZDhXLg.jpg
Maps to the Stars,15000000,1338365,11.535,6.2,1008,,2014-05-21,"Driven by an intense need for fame and validation, members of a dysfunctional Hollywood family are chasing celebrity, one another and the relentless ghosts of their pasts.",/vKd9ugmlCiiEbC0MVAPbTY1iNtx.jpg
The Client,45000000,117615211,21.406,6.7,1008,,1994-07-20,"A street-wise kid, Mark Sway, sees the suicide of Jerome Clifford, a prominent Louisiana lawyer, whose current client is Barry 'The Blade' Muldano, a Mafia hit-man. Before Jerome shoots himself, he tells Mark where the body of a Senator is buried. Clifford shoots himself and Mark is found at the scene, and both the FBI and the Mafia quickly realize that Mark probably knows more than he says.",/oLdkJ4ZjxPtFSUChdjDQvHM9l75.jpg
Pretty in Pink,9000000,40471663,21.063,6.76,1006,,1986-02-28,"Andie is an outcast, hanging out either with her older boss, who owns the record store where she works, or her quirky high school classmate Duckie, who has a crush on her. When one of the rich and popular kids at school, Blane, asks Andie out, it seems too good to be true. As Andie starts falling for Blane, she begins to realize that dating someone from a different social sphere is not easy.",/jeFJyzJBufJexpOuywuPp8q2tCJ.jpg
Agent Cody Banks,28000000,58795814,14.301,5.466,1005,,2003-03-14,"Recruited by the U.S. government to be a special agent, nerdy teenager Cody Banks must get closer to cute classmate Natalie in order to learn about an evil plan hatched by her father. But despite the agent persona, Cody struggles with teen angst.",/fhK0mqqirPsckxkNisvi32A4lf6.jpg
Marnie,2135000,7000000,13.143,7.159,1004,,1964-07-17,"Marnie is a thief, a liar, and a cheat. When her new boss, Mark Rutland, catches on to her routine kleptomania, she finds herself being blackmailed.",/nRRy4VO2A3Py7wiZBPz11PAlogp.jpg
Friday the 13th: A New Beginning,2200000,21930418,35.995,5.294,1004,,1985-03-22,"Homicidal maniac Jason returns from the grave to cause more bloody mayhem. Young Tommy may have escaped from Crystal Lake, but he’s still haunted by the gruesome events that happened there. When gory murders start happening at the secluded halfway house for troubled teens where he now lives, it seems like his nightmarish nemesis, Jason, is back for more sadistic slaughters.",/sRA9Tb4aQz8EZlbX7xmh8WbzisW.jpg
Kids,1500000,20412216,17.781,6.853,1004,,1995-07-28,"A day in the life of a group of teens as they travel around New York City skating, drinking, smoking and deflowering virgins.",/8qV8hUVCUnFIQKewzlhaFWhdszK.jpg
TMNT,34000000,95608995,29.521,6.11,1004,,2007-03-23,"After the defeat of their old arch nemesis, The Shredder, the Turtles have grown apart as a family. Struggling to keep them together, their rat sensei, Splinter, becomes worried when strange things begin to brew in New York City.",/ksguZE9rTtsRJlhTO59WNmPNjOR.jpg
Crocodile Dundee II,14000000,239606210,17.67,5.807,1003,,1988-05-19,Australian outback expert protects his New York love from gangsters who've followed her down under.,/2Nf0xeDuToLHysdkWj3aT5r42rC.jpg
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,25000000,78656813,27.941,6.057,1002,,1991-03-22,"The Turtles and the Shredder battle once again, this time for the last cannister of the ooze that created the Turtles, which Shredder wants to create an army of new mutants.",/j1mjUyJgn6JBCPrWFDK69GMe3c.jpg
The Man Who Shot Liberty Valance,3200000,8000000,13.441,7.791,1001,,1962-04-15,"A senator, who became famous for killing a notorious outlaw, returns for the funeral of an old friend and tells the truth about his deed.",/4C1R0LEivLjbv3swAzJfzh0tzXl.jpg
Shin Godzilla,15000000,77947607,26.397,7.089,1001,,2016-07-29,"When a massive, gilled monster emerges from the deep and tears through the city, the government scrambles to save its citizens.  A rag-tag team of volunteers cuts through a web of red tape to uncover the monster's weakness and its mysterious ties to a foreign superpower.  But time is not on their side - the greatest catastrophe to ever befall the world is about to evolve right before their very eyes.",/jPNShaWZMpVF0iQ7j1dvTuZLD20.jpg
The Black Dahlia,50000000,49111202,16.556,5.621,1001,,2006-09-15,"In 1940s Los Angeles, two former boxers-turned-cops must grapple with corruption, narcissism, stag films and family madness as they pursue the killer of an aspiring young actress.",/su7yuXqGUHICfoijtcSaxWLE34Y.jpg
Veronica Mars,6000000,3485127,14.733,6.61,1000,,2014-03-13,"Years after walking away from her past as a teenage private eye, Veronica Mars gets pulled back to her hometown - just in time for her high school reunion - in order to help her old flame Logan Echolls, who's embroiled in a murder mystery.",/1qUhPDaNalxl7CpVqcbjm09fZz0.jpg
Last Knights,40000000,3643591,11.96,6.453,999,,2015-04-03,"When an evil emperor executes their leader, his band of knights – bound by duty and honour – embarks on a journey of vengeance that will not come to an end until they've destroyed their mortal foe.",/uGqlk7Hu8FRLVDcFZ16NxTy09ZE.jpg
Cirque du Freak: The Vampire's Assistant,40000000,28169671,23.221,5.755,999,,2009-10-23,"Darren Shan is a regular teenage kid. He and his friend Steve find out about a Freak Show coming to town and work hard at trying to find tickets. They do, and together they go to ""Cirque du Freak"" where they see many strange acts including a wolf-man and a bearded lady",/3Z2f50SKyHMWLLFH8OsV6hFoKLF.jpg
The Midnight Meat Train,15000000,3533227,19.007,6.113,997,,2008-08-07,"A photographer's obsessive pursuit of dark subject matter leads him into the path of a serial killer who stalks late night commuters, ultimately butchering them in the most gruesome ways.",/x5YbfyUA8huK0shr008xwzNVJ5Y.jpg
The Dark Crystal,15000000,40577001,19.182,7.113,997,,1982-12-17,"On another planet in the distant past, a Gelfling embarks on a quest to find the missing shard of a magical crystal and restore order to his world, before the grotesque race of Skeksis find and use the crystal for evil.",/6g1Kh73qQRosyhRJpL3euQpMxOE.jpg
An Officer and a Gentleman,7500000,129795554,22.31,7.013,996,,1982-07-28,"Zack Mayo is an aloof, taciturn man who aspires to be a navy pilot. Once he arrives at training camp for his 13-week officer's course, Mayo runs afoul of abrasive, no-nonsense drill Sergeant Emil Foley. Mayo is an excellent cadet, but a little cold around the heart, so Foley rides him mercilessly, sensing that the young man would be prime officer material if he weren't so self-involved. Zack's affair with a working girl is likewise compromised by his unwillingness to give of himself.",/69adZbLeRk5TNQ3e0008dMnde9p.jpg
13 Sins,5000000,13809,16.647,6.267,995,,2014-04-11,"Drowning in debt as he's about to get married, a bright but meek salesman receives a mysterious phone call informing him that he's on a hidden-camera game show where he must execute 13 tasks to receive a multi-million dollar cash prize.",/x4tC1s6oFG9nEyxVSM0FiIsLea1.jpg
The Aeronauts,40000000,3485251,12.15,6.805,995,,2019-11-04,"In 1862, daredevil balloon pilot Amelia Wren teams up with pioneering meteorologist James Glaisher to advance human knowledge of the weather and fly higher than anyone in history. While breaking records and advancing scientific discovery, their voyage to the very edge of existence helps the unlikely pair find their place in the world they have left far below them. But they face physical and emotional challenges in the thin air, as the ascent becomes a fight for survival.",/kZHnblqmTBUBgzYBIxWIz9txsEi.jpg
Titan A.E.,75000000,36754634,17.318,6.572,995,,2000-06-16,"A young man finds out that he holds the key to restoring hope and ensuring survival for the human race, while an alien species called the Drej are bent on mankind's destruction.",/el2iHk3LTJWfEnwrvcRkvWY501G.jpg
Elizabethtown,57000000,52164016,16.702,6.184,994,,2005-10-14,"Drew Baylor is fired after causing his shoe company to lose hundreds of millions of dollars. To make matters worse, he's also dumped by his girlfriend. On the verge of ending it all, Drew gets a new lease on life when he returns to his family's small Kentucky hometown after his father dies. Along the way, he meets a flight attendant with whom he falls in love.",/mOdlzAQxhMgiaazRzif1YtJzg9s.jpg
